UF,cod.UF,cod Municipio,Nome do municipio,População estimada,PIB per capita,PIB TOTAL (em R$ mi),Atividade econômica,Ranking PIB per capita,Ranking PIB Total
PE,26,2600906,Amaraji,22643,9226,209661,"Administração, defesa, educação e saúde públicas e seguridade social",4245,2476
PE,26,2601003,Angelim,10882,10317,113954,"Administração, defesa, educação e saúde públicas e seguridade social",3951,3549
PE,26,2601052,Araçoiaba,19816,6859,139026,"Administração, defesa, educação e saúde públicas e seguridade social",5210,3201
PE,26,2601102,Araripina,82800,11790,987497,"Administração, defesa, educação e saúde públicas e seguridade social",3592,764
PE,26,2601201,Arcoverde,72625,13278,978164,Demais serviços,3341,771
PE,26,2601300,Barra de Guabiraba,13953,7157,101795,"Administração, defesa, educação e saúde públicas e seguridade social",5088,3736
PE,26,2601409,Barreiros,42220,10126,429725,"Administração, defesa, educação e saúde públicas e seguridade social",3995,1479
PE,26,2601508,Belém de Maria,11888,6405,76813,"Administração, defesa, educação e saúde públicas e seguridade social",5373,4238
PE,26,2601607,Belém de São Francisco,20675,9833,203238,"Administração, defesa, educação e saúde públicas e seguridade social",4078,2527
PE,26,2601706,Belo Jardim,75462,23752,1804833,Indústrias de transformação,1781,469
PE,26,2601805,Betânia,12539,7105,89784,"Administração, defesa, educação e saúde públicas e seguridade social",5109,3954
PE,26,2601904,Bezerros,60386,11753,711603,"Administração, defesa, educação e saúde públicas e seguridade social",3602,1008
PE,26,2602001,Bodocó,37317,6542,247381,"Administração, defesa, educação e saúde públicas e seguridade social",5336,2206
PE,26,2602100,Bom Conselho,47760,9980,481184,"Administração, defesa, educação e saúde públicas e seguridade social",4037,1366
PE,26,2602209,Bom Jardim,38924,8713,340009,"Administração, defesa, educação e saúde públicas e seguridade social",4432,1739
PE,26,2602308,Bonito,38094,10590,402879,"Administração, defesa, educação e saúde públicas e seguridade social",3875,1559
PE,26,2602407,Brejão,8989,18766,168389,"Pecuária, inclusive apoio à pecuária",2471,2861
PE,26,2602506,Brejinho,7464,6933,51754,"Administração, defesa, educação e saúde públicas e seguridade social",5181,4834
PE,26,2602605,Brejo da Madre de Deus,49092,7045,353203,"Administração, defesa, educação e saúde públicas e seguridade social",5137,1699
PE,26,2602704,Buenos Aires,13012,6963,91106,"Administração, defesa, educação e saúde públicas e seguridade social",5172,3932
PE,26,2602803,Buíque,56523,7125,411083,"Administração, defesa, educação e saúde públicas e seguridade social",5105,1538
PE,26,2602902,Cabo de Santo Agostinho,200546,48689,9964401,Demais serviços,357,100
PE,26,2603009,Cabrobó,33247,11948,404515,"Administração, defesa, educação e saúde públicas e seguridade social",3560,1556
PE,26,2603108,Cachoeirinha,19951,10005,202198,"Administração, defesa, educação e saúde públicas e seguridade social",4029,2536
PE,26,2603207,Caetés,28145,14646,417413,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",3102,1515
PE,26,2603306,Calçado,11136,8170,90315,"Administração, defesa, educação e saúde públicas e seguridade social",4635,3949
PE,26,2603405,Calumbi,5745,8283,47509,"Administração, defesa, educação e saúde públicas e seguridade social",4600,4976
PE,26,2603454,Camaragibe,154054,11238,1757192,"Administração, defesa, educação e saúde públicas e seguridade social",3703,481
PE,26,2603504,Camocim de São Félix,18292,8653,160794,"Administração, defesa, educação e saúde públicas e seguridade social",4459,2941
PE,26,2603603,Camutanga,8450,22433,190522,Indústrias de transformação,1952,2645
PE,26,2603702,Canhotinho,24837,7793,192969,"Administração, defesa, educação e saúde públicas e seguridade social",4794,2616
PE,26,2603801,Capoeiras,19997,9951,198937,"Administração, defesa, educação e saúde públicas e seguridade social",4045,2562
PE,26,2603900,Carnaíba,19318,7455,144919,"Administração, defesa, educação e saúde públicas e seguridade social",4955,3129
PE,26,2603926,Carnaubeira da Penha,12603,6022,77113,"Administração, defesa, educação e saúde públicas e seguridade social",5466,4231
PE,26,2604007,Carpina,81054,15952,1318990,Demais serviços,2889,621
PE,26,2604106,Caruaru,347088,19311,6877208,Demais serviços,2385,150
PE,26,2604155,Casinhas,14219,6321,90224,"Administração, defesa, educação e saúde públicas e seguridade social",5402,3950
PE,26,2604205,Catende,41369,6830,289182,"Administração, defesa, educação e saúde públicas e seguridade social",5221,1981
PE,26,2604304,Cedro,11515,7485,87538,"Administração, defesa, educação e saúde públicas e seguridade social",4940,4004
PE,26,2604403,Chã de Alegria,13206,10300,137979,"Administração, defesa, educação e saúde públicas e seguridade social",3956,3215
PE,26,2604502,Chã Grande,21274,9658,207892,"Administração, defesa, educação e saúde públicas e seguridade social",4129,2492
PE,26,2604601,Condado,25823,8185,214324,"Administração, defesa, educação e saúde públicas e seguridade social",4632,2436
PE,26,2604700,Correntes,17968,8348,151082,"Administração, defesa, educação e saúde públicas e seguridade social",4576,3053
PE,26,2604809,Cortês,12602,8379,105239,"Administração, defesa, educação e saúde públicas e seguridade social",4567,3678
PE,26,2604908,Cumaru,13132,8445,97618,"Administração, defesa, educação e saúde públicas e seguridade social",4545,3814
PE,26,2605004,Cupira,23841,11071,265443,"Administração, defesa, educação e saúde públicas e seguridade social",3742,2092
PE,26,2605103,Custódia,36184,11653,428296,"Administração, defesa, educação e saúde públicas e seguridade social",3623,1484
PE,26,2605152,Dormentes,18321,11497,214910,"Administração, defesa, educação e saúde públicas e seguridade social",3654,2432
PE,26,2605202,Escada,67381,12758,871161,"Administração, defesa, educação e saúde públicas e seguridade social",3430,859
PE,26,2605301,Exu,31928,7494,238223,"Administração, defesa, educação e saúde públicas e seguridade social",4933,2266
PE,26,2605400,Feira Nova,21710,8688,190770,"Administração, defesa, educação e saúde públicas e seguridade social",4441,2637
PE,26,2605459,Fernando de Noronha,2930,50899,153512,Demais serviços,316,3030
PE,26,2605509,Ferreiros,11957,8862,106851,"Administração, defesa, educação e saúde públicas e seguridade social",4374,3659
PE,26,2605608,Flores,22588,8122,183282,"Administração, defesa, educação e saúde públicas e seguridade social",4649,2714
PE,26,2605707,Floresta,31809,12708,412808,"Administração, defesa, educação e saúde públicas e seguridade social",3438,1532
PE,26,2605806,Frei Miguelinho,15137,7098,108792,"Administração, defesa, educação e saúde públicas e seguridade social",5116,3621
PE,26,2605905,Gameleira,30132,6689,205422,"Administração, defesa, educação e saúde públicas e seguridade social",5276,2511
PE,26,2606002,Garanhuns,136949,16899,2342967,Demais serviços,2728,385
PE,26,2606101,Glória do Goitá,30220,15747,479098,Indústrias de transformação,2923,1369
PE,26,2606200,Goiana,78618,115419,9146860,Indústrias de transformação,37,109
PE,26,2606309,Granito,7308,7722,57276,"Administração, defesa, educação e saúde públicas e seguridade social",4832,4693
PE,26,2606408,Gravatá,81893,12842,1068949,Demais serviços,3420,720
PE,26,2606507,Iati,19010,7781,148625,"Administração, defesa, educação e saúde públicas e seguridade social",4802,3084
PE,26,2606606,Ibimirim,28604,8829,255908,"Administração, defesa, educação e saúde públicas e seguridade social",4380,2157
PE,26,2606705,Ibirajuba,7725,7811,60416,"Administração, defesa, educação e saúde públicas e seguridade social",4785,4612
PE,26,2606804,Igarassu,112463,21483,2479117,Demais serviços,2070,373
PE,26,2606903,Iguaraci,12137,6385,77738,"Administração, defesa, educação e saúde públicas e seguridade social",5382,4210
PE,26,2607604,Ilha de Itamaracá,24888,9283,239399,"Administração, defesa, educação e saúde públicas e seguridade social",4232,2260
PE,26,2607000,Inajá,21932,6810,155277,"Administração, defesa, educação e saúde públicas e seguridade social",5229,3002
PE,26,2607109,Ingazeira,4556,7492,34028,"Administração, defesa, educação e saúde públicas e seguridade social",4935,5349
PE,26,2607208,Ipojuca,91341,115089,10879739,Indústrias de transformação,38,91
PE,26,2607307,Ipubi,29721,8840,269159,"Administração, defesa, educação e saúde públicas e seguridade social",4378,2073
PE,26,2607406,Itacuruba,4754,11002,53447,"Administração, defesa, educação e saúde públicas e seguridade social",3762,4790
PE,26,2607505,Itaíba,26412,7775,204597,"Administração, defesa, educação e saúde públicas e seguridade social",4805,2522
PE,26,2607653,Itambé,36278,13628,494960,"Administração, defesa, educação e saúde públicas e seguridade social",3278,1336
PE,26,2607703,Itapetim,13780,7504,102339,"Administração, defesa, educação e saúde públicas e seguridade social",4928,3727
PE,26,2607752,Itapissuma,25798,53081,1398050,Indústrias de transformação,270,593
PE,26,2607802,Itaquitinga,16753,7692,129671,"Administração, defesa, educação e saúde públicas e seguridade social",4843,3334
PE,26,2607901,Jaboatão dos Guararapes,686122,19463,13545569,Demais serviços,2370,70
PE,26,2607950,Jaqueira,11664,8756,101866,"Administração, defesa, educação e saúde públicas e seguridade social",4408,3734
PE,26,2608008,Jataúba,16858,6993,119060,"Administração, defesa, educação e saúde públicas e seguridade social",5160,3481
PE,26,2608057,Jatobá,14587,8346,122707,"Administração, defesa, educação e saúde públicas e seguridade social",4578,3427
PE,26,2608107,João Alfredo,32939,8135,272386,"Administração, defesa, educação e saúde públicas e seguridade social",4645,2053
PE,26,2608206,Joaquim Nabuco,16021,7846,125455,"Administração, defesa, educação e saúde públicas e seguridade social",4772,3384
PE,26,2608255,Jucati,11202,9162,103840,"Administração, defesa, educação e saúde públicas e seguridade social",4265,3699
PE,26,2608305,Jupi,14525,10424,153364,"Administração, defesa, educação e saúde públicas e seguridade social",3925,3032
PE,26,2608404,Jurema,15171,7770,118757,"Administração, defesa, educação e saúde públicas e seguridade social",4807,3484
PE,26,2608453,Lagoa do Carro,17454,12780,228084,"Administração, defesa, educação e saúde públicas e seguridade social",3429,2328
PE,26,2608503,Lagoa do Itaenga,21276,14502,309436,"Administração, defesa, educação e saúde públicas e seguridade social",3129,1884
PE,26,2608602,Lagoa do Ouro,12865,8631,112488,"Administração, defesa, educação e saúde públicas e seguridade social",4466,3565
PE,26,2608701,Lagoa dos Gatos,16161,7953,128987,"Administração, defesa, educação e saúde públicas e seguridade social",4725,3343
PE,26,2608750,Lagoa Grande,24757,12956,327706,"Agricultura, inclusive apoio à agricultura e a pós colheita",3400,1790
PE,26,2608800,Lajedo,39240,11312,451194,"Administração, defesa, educação e saúde públicas e seguridade social",3688,1434
PE,26,2608909,Limoeiro,56269,13244,743517,Demais serviços,3345,976
PE,26,2609006,Macaparana,25011,9623,242638,"Administração, defesa, educação e saúde públicas e seguridade social",4137,2233
PE,26,2609105,Machados,15313,12696,200858,"Administração, defesa, educação e saúde públicas e seguridade social",3441,2551
PE,26,2609154,Manari,20302,5644,118791,"Administração, defesa, educação e saúde públicas e seguridade social",5518,3483
PE,26,2609204,Maraial,11711,7495,85691,"Administração, defesa, educação e saúde públicas e seguridade social",4931,4039
PE,26,2609303,Mirandiba,15098,10217,156014,"Administração, defesa, educação e saúde públicas e seguridade social",3979,2994
PE,26,2614303,Moreilândia,11242,7213,81064,"Administração, defesa, educação e saúde públicas e seguridade social",5067,4142
PE,26,2609402,Moreno,61016,10990,682663,"Administração, defesa, educação e saúde públicas e seguridade social",3764,1036
PE,26,2609501,Nazaré da Mata,32064,16115,520206,Demais serviços,2862,1281
PE,26,2609600,Olinda,389494,13918,5438691,Demais serviços,3222,184
PE,26,2609709,Orobó,23663,14045,333817,"Pecuária, inclusive apoio à pecuária",3200,1764
PE,26,2609808,Orocó,14445,10168,150432,"Administração, defesa, educação e saúde públicas e seguridade social",3990,3065
PE,26,2609907,Ouricuri,67676,8903,612341,"Administração, defesa, educação e saúde públicas e seguridade social",4356,1142
PE,26,2610004,Palmares,62300,13272,833884,Demais serviços,3344,896
PE,26,2610103,Palmeirina,7969,9344,72516,"Administração, defesa, educação e saúde públicas e seguridade social",4214,4324
PE,26,2610202,Panelas,26464,6654,175773,"Administração, defesa, educação e saúde públicas e seguridade social",5293,2794
PE,26,2610301,Paranatama,11357,21199,242705,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",2111,2230
